SRC_ID,DST_ID,TRACE_IDX,SECTOR_ID,ANTENNA_ID,ROLE,BSS_ID,Timestamp
1,2,0,32,1,1,1,4470132
2,1,0,41,1,0,1,4470135
1,2,1,32,1,1,1,518586819
2,1,1,32,1,0,1,518586823
1,2,2,32,1,1,1,1031176669
2,1,2,32,1,0,1,1031176675
1,2,3,32,1,1,1,1543824464
2,1,3,32,1,0,1,1543824472
1,2,4,32,1,1,1,2054810416
2,1,4,32,1,0,1,2054810425
1,2,4,32,1,1,1,2566600194
2,1,4,32,1,0,1,2566600203
